API v2.0.0
Time,P4,Fz,Pz,P3,PO8,PO7,Oz,Trial,Num_Sequences,Sequence,Tag,Label,Flash_Event
1.480300,-687.484000,-62.574904,-663.514964,-835.506408,-630.613390,-131.275995,-908.258121,0,6,0,0,0,0
1.484365,-694.407000,-70.999367,-676.729836,-842.429408,-633.944562,-139.098523,-922.070951,0,6,0,0,0,0
1.488275,-689.892000,-61.979977,-674.012514,-840.311532,-630.028200,-130.085884,-910.666121,0,6,0,0,0,0
1.492272,-685.979000,-57.466391,-674.294095,-839.394937,-615.040397,-136.067689,-914.242067,0,6,0,0,0,0
1.496256,-702.835000,-66.214489,-680.064416,-847.261722,-646.563028,-131.634865,-931.996741,0,6,0,0,0,0
1.500247,-693.504000,-67.994318,-673.729546,-842.125689,-640.823856,-131.299143,-921.167951,0,6,0,0,0,0
1.504233,-689.591000,-68.585709,-671.614223,-843.306578,-630.924476,-142.378273,-913.360700,0,6,0,0,0,0
1.508242,-685.377000,-58.065562,-665.602546,-835.796532,-628.805709,-117.175291,-904.054216,0,6,0,0,0,0
1.512229,-682.668000,-52.954220,-663.492771,-836.083938,-619.511691,-128.858736,-906.437700,0,6,0,0,0,0
1.516216,-681.464000,-61.659879,-664.985288,-835.479219,-601.845146,-130.653162,-897.145638,0,6,0,0,0,0
1.520190,-675.745000,-59.244099,-662.262417,-836.052669,-604.806397,-131.530699,-883.937692,0,6,0,0,0,0
1.524180,-705.845000,-75.830928,-685.471320,-854.466689,-664.239659,-138.242977,-929.914257,0,6,0,0,0,0
1.528178,-694.106000,-68.596318,-675.230384,-846.623016,-637.834028,-122.006338,-908.888965,0,6,0,0,0,0
1.532310,-677.852000,-69.459002,-665.268256,-837.560388,-608.409992,-114.147930,-899.524795,0,6,0,0,0,0
1.536168,-688.387000,-76.390489,-676.102869,-852.889636,-621.938182,-142.073800,-928.033265,0,6,0,0,0,0
1.540133,-690.795000,-77.297026,-676.713192,-853.200153,-634.822347,-143.882115,-914.265142,0,6,0,0,0,0
1.544146,-690.193000,-77.595904,-669.819320,-846.904983,-644.097874,-141.780902,-932.235727,0,6,0,0,0,0
1.548483,-686.280000,-71.280562,-664.707868,-843.591264,-638.688279,-132.170893,-922.032013,0,6,0,0,0,0
1.552182,-690.494000,-75.494563,-664.128061,-840.913532,-642.004322,-115.395912,-922.651319,0,6,0,0,0,0
1.556099,-691.999000,-79.702197,-668.629190,-845.414937,-633.931114,-128.294930,-905.583733,0,6,0,0,0,0
1.560083,-688.387000,-76.690782,-665.616416,-843.001500,-630.019795,-123.483560,-904.667754,0,6,0,0,0,0
1.564103,-692.300000,-77.600855,-677.918579,-852.008388,-630.041648,-139.090421,-898.695345,0,6,0,0,0,0
1.568067,-695.310000,-89.619636,-679.730127,-853.520186,-628.561863,-130.106717,-903.802250,0,6,0,0,0,0
1.572062,-694.708000,-92.621148,-686.019225,-852.918186,-638.436028,-129.804560,-900.504230,0,6,0,0,0,0
1.576045,-691.096000,-86.907099,-675.815740,-845.111219,-630.932881,-118.396652,-897.191788,0,6,0,0,0,0
1.580059,-681.163000,-80.277319,-667.680417,-836.077140,-616.210777,-112.661449,-881.567189,0,6,0,0,0,0
1.584029,-686.280000,-82.691685,-672.497805,-840.295219,-623.722329,-124.974671,-901.662080,0,6,0,0,0,0
1.588011,-681.163000,-82.679661,-667.081192,-836.976062,-615.312820,-115.959717,-902.236679,0,6,0,0,0,0
1.591998,-672.735000,-83.260441,-662.248547,-838.436198,-607.782777,-117.126680,-892.011332,0,6,0,0,0,0
1.596005,-687.785000,-86.599026,-677.897773,-849.590872,-649.771487,-127.079356,-919.942319,0,6,0,0,0,0
1.600035,-692.601000,-87.210929,-680.616482,-853.208310,-659.675910,-135.493467,-932.546822,0,6,0,0,0,0
1.603963,-696.514000,-89.622465,-681.233740,-848.731375,-656.405254,-122.615282,-922.680162,0,6,0,0,0,0
1.607954,-691.096000,-86.606807,-680.010321,-844.811578,-650.388616,-117.497125,-907.975870,0,6,0,0,0,0
1.611944,-690.795000,-84.203758,-685.401967,-850.503388,-643.801917,-123.192977,-902.881944,0,6,0,0,0,0
1.616004,-686.280000,-83.292270,-685.680774,-850.782636,-630.008028,-126.174041,-897.468271,0,6,0,0,0,0
1.619921,-696.815000,-79.112928,-697.414226,-861.017996,-641.141666,-131.611717,-922.981162,0,6,0,0,0,0
1.623910,-703.738000,-80.630660,-700.741871,-872.735244,-645.071476,-147.829838,-940.688244,0,6,0,0,0,0
1.627899,-696.514000,-93.826563,-689.023676,-861.915558,-635.452924,-123.814652,-919.385026,0,6,0,0,0,0
1.631892,-694.106000,-88.415636,-675.529997,-849.619421,-650.704745,-99.817986,-896.607094,0,6,0,0,0,0
1.635884,-698.019000,-91.127465,-679.143384,-857.427748,-646.236813,-133.115560,-918.793121,0,6,0,0,0,0
1.639876,-688.688000,-85.399978,-671.909675,-852.591355,-633.613304,-135.778263,-911.259468,0,6,0,0,0,0
1.643857,-697.116000,-91.725929,-679.139223,-855.026545,-647.129727,-135.810671,-922.982604,0,6,0,0,0,0
1.647849,-700.728000,-94.737343,-680.653933,-850.248611,-649.843770,-131.027078,-920.004332,0,6,0,0,0,0
1.651996,-694.708000,-90.519099,-673.135868,-841.831487,-635.742157,-117.810856,-900.803788,0,6,0,0,0,0
1.655840,-694.708000,-87.816465,-671.937416,-841.531846,-633.048286,-115.412115,-894.213515,0,6,0,0,0,0
1.659826,-694.106000,-89.917099,-679.424966,-849.020140,-629.453096,-131.301458,-900.201788,0,6,0,0,0,0
1.663818,-692.902000,-98.923051,-677.921353,-846.917219,-632.738881,-122.001708,-921.165067,0,6,0,0,0,0
1.667802,-686.581000,-102.511710,-667.705384,-841.495140,-631.805623,-104.886375,-889.381651,0,6,0,0,0,0
1.671783,-695.912000,-104.935978,-668.946835,-839.140160,-638.442752,-99.225245,-914.888774,0,6,0,0,0,0
1.675776,-686.280000,-110.618905,-662.310964,-843.291624,-627.014838,-110.582227,-904.957216,0,6,0,0,0,0
1.679767,-695.912000,-107.038027,-668.047996,-848.129375,-650.116193,-119.014856,-924.175067,0,6,0,0,0,0
1.683817,-697.116000,-105.239100,-673.446577,-852.329781,-652.816788,-128.014764,-928.075088,0,6,0,0,0,0
1.687787,-688.086000,-97.109978,-668.611159,-845.397264,-634.208580,-125.281458,-908.560563,0,6,0,0,0,0
1.691731,-688.086000,-88.401490,-671.607288,-844.797983,-638.698365,-116.586023,-907.661890,0,6,0,0,0,0
1.695725,-696.213000,-93.225270,-681.232353,-849.628937,-645.029451,-119.615699,-920.881373,0,6,0,0,0,0
1.699710,-686.882000,-89.299539,-670.702901,-839.099375,-630.310709,-103.388319,-891.779556,0,6,0,0,0,0
1.703697,-686.882000,-91.701880,-670.702901,-840.897219,-623.725691,-97.691310,-898.968944,0,6,0,0,0,0
1.707686,-690.494000,-98.617100,-676.711805,-851.101310,-624.943139,-104.601578,-912.765910,0,6,0,0,0,0
1.711701,-690.795000,-97.716929,-674.915514,-858.893322,-631.529838,-136.985736,-917.260720,0,6,0,0,0,0
1.715668,-680.862000,-90.186271,-662.285997,-843.866434,-642.549168,-108.762338,-902.534795,0,6,0,0,0,0
1.719658,-679.056000,-87.179100,-655.086964,-839.663310,-631.164960,-108.755393,-895.935870,0,6,0,0,0,0
1.723642,-669.123000,-73.942880,-643.955513,-829.730310,-617.041494,-93.125384,-877.016135,0,6,0,0,0,0
1.727632,-667.016000,-58.623002,-640.350448,-823.128702,-611.941304,-84.122004,-879.402502,0,6,0,0,0,0
1.731631,-673.036000,-54.733343,-640.977415,-824.953735,-632.927254,-93.140430,-894.109679,0,6,0,0,0,0
1.735612,-671.832000,-62.838416,-642.769544,-828.843624,-619.151856,-103.930134,-893.504795,0,6,0,0,0,0
1.739600,-676.648000,-62.849733,-651.480513,-828.266094,-629.355598,-95.253217,-898.320795,0,6,0,0,0,0
1.743592,-678.454000,-73.664514,-657.181481,-831.570297,-623.977942,-93.760949,-891.739176,0,6,0,0,0,0
1.747584,-669.424000,-71.541246,-653.544514,-826.435624,-603.873139,-90.427958,-874.321556,0,6,0,0,0,0
1.751589,-678.153000,-77.267319,-662.573127,-834.265702,-630.561279,-96.158532,-905.217836,0,6,0,0,0,0
1.755558,-686.882000,-75.185782,-668.905223,-844.792545,-640.188236,-117.780764,-924.730918,0,6,0,0,0,0
1.759569,-675.745000,-67.652294,-661.063966,-838.449793,-624.860770,-108.742662,-912.395686,0,6,0,0,0,0
1.763543,-672.133000,-59.836197,-653.257384,-828.545343,-624.840598,-91.937588,-908.783686,0,6,0,0,0,0
1.767531,-668.521000,-45.413660,-650.544223,-828.229388,-626.616340,-104.816930,-905.171686,0,6,0,0,0,0
1.771514,-664.608000,-51.410319,-653.222708,-835.403087,-622.104702,-127.290078,-915.637462,0,6,0,0,0,0
1.775508,-675.745000,-49.334440,-660.464740,-833.955186,-650.003566,-118.037782,-916.589496,0,6,0,0,0,0
1.779497,-679.658000,-53.848026,-663.179288,-838.467467,-641.644487,-112.055977,-924.995863,0,6,0,0,0,0
1.783503,-670.026000,-58.930368,-657.142643,-836.626120,-619.740408,-104.522875,-903.681108,0,6,0,0,0,0
1.787510,-680.862000,-62.559343,-658.990255,-841.469310,-636.562788,-100.066903,-916.014897,0,6,0,0,0,0
1.791476,-680.561000,-63.759806,-664.981127,-842.666512,-637.459064,-103.064171,-918.409918,0,6,0,0,0,0
1.795520,-680.561000,-68.864782,-664.381901,-843.565434,-627.880856,-101.564958,-913.616992,0,6,0,0,0,0
1.799474,-679.056000,-65.858319,-659.281546,-841.461153,-629.369046,-100.359801,-920.200054,0,6,0,0,0,0
1.803431,-666.715000,-63.727270,-658.625450,-839.008289,-615.232132,-94.915180,-910.555074,0,6,0,0,0,0
1.807424,-660.996000,-49.900368,-643.918062,-828.195401,-615.200193,-78.102004,-889.858183,0,6,0,0,0,0
1.811453,-670.026000,-65.837099,-656.843030,-842.618930,-630.815211,-97.626495,-918.059884,0,6,0,0,0,0
1.815401,-673.939000,-65.546002,-659.257966,-852.225099,-631.735021,-139.319661,-925.867136,0,6,0,0,0,0
1.819406,-667.317000,-70.935710,-657.130160,-843.505616,-622.419150,-121.603486,-914.751768,0,6,0,0,0,0
1.823383,-679.658000,-76.369978,-662.580062,-849.853806,-628.474451,-120.151726,-932.484809,0,6,0,0,0,0
1.827370,-682.969000,-74.576002,-666.789901,-848.370558,-643.758211,-111.469023,-932.800231,0,6,0,0,0,0
1.831362,-689.892000,-81.499002,-667.421029,-845.405421,-654.871677,-106.398319,-926.243129,0,6,0,0,0,0
1.835354,-686.280000,-82.991978,-666.205933,-844.190545,-631.504623,-108.483328,-908.551910,0,6,0,0,0,0
1.839359,-687.785000,-82.394929,-665.913255,-844.796624,-636.601451,-107.289745,-896.277250,0,6,0,0,0,0
1.843323,-695.310000,-87.517587,-673.438255,-855.617669,-633.650286,-113.015690,-924.471741,0,6,0,0,0,0
1.847316,-691.096000,-87.807978,-668.924642,-849.306186,-631.531519,-103.104680,-906.178523,0,6,0,0,0,0
1.851301,-684.173000,-80.884978,-664.098933,-843.282107,-609.343250,-90.484671,-888.770998,0,6,0,0,0,0
1.855301,-703.738000,-81.831831,-674.975157,-852.359689,-649.860580,-99.255338,-949.075863,0,6,0,0,0,0
1.859281,-706.447000,-81.838196,-685.174481,-864.357545,-662.746426,-116.056940,-950.586632,0,6,0,0,0,0
1.863275,-692.902000,-79.704319,-677.621740,-858.303558,-637.827304,-115.705014,-916.372142,0,6,0,0,0,0
1.867263,-687.484000,-78.190124,-671.005288,-854.383760,-642.286831,-109.687328,-923.835129,0,6,0,0,0,0
1.871248,-687.785000,-94.706929,-664.415190,-848.991591,-650.370125,-90.198717,-925.034802,0,6,0,0,0,0
1.875235,-673.638000,-94.373393,-655.960836,-837.541355,-633.229935,-84.747153,-910.288686,0,6,0,0,0,0
1.879237,-682.367000,-91.090685,-661.094481,-846.270355,-639.265064,-105.469856,-925.607959,0,6,0,0,0,0
1.883228,-688.989000,-92.908002,-663.821513,-846.899545,-651.873444,-108.193903,-934.027306,0,6,0,0,0,0
1.887209,-690.193000,-91.409368,-663.527448,-845.107140,-643.199917,-116.893967,-924.147666,0,6,0,0,0,0
1.891194,-684.474000,-83.288026,-658.707287,-841.185983,-639.576150,-109.076069,-923.521149,0,6,0,0,0,0
1.895190,-678.454000,-83.273880,-657.780707,-840.259872,-628.467727,-103.056069,-915.703802,0,6,0,0,0,0
1.899223,-673.939000,-73.653905,-653.565320,-831.549905,-620.360899,-83.548940,-893.514890,0,6,0,0,0,0
1.903166,-669.424000,-67.637441,-648.151481,-830.031310,-618.839089,-83.831421,-895.290604,0,6,0,0,0,0
1.907151,-681.464000,-65.563684,-658.393803,-841.771669,-642.851849,-110.263865,-930.097000,0,6,0,0,0,0
1.911148,-674.240000,-57.138514,-650.570577,-839.341917,-633.233297,-103.039865,-912.088918,0,6,0,0,0,0
1.915156,-674.842000,-58.641392,-650.273738,-833.351826,-634.134616,-97.045328,-915.986054,0,6,0,0,0,0
1.919120,-663.404000,-63.118905,-641.532255,-821.913826,-604.438157,-82.309060,-897.358666,0,6,0,0,0,0
1.923108,-679.056000,-77.870026,-651.191996,-827.378049,-634.457469,-85.967356,-915.407129,0,6,0,0,0,0
1.927098,-682.668000,-77.578221,-650.609415,-824.397958,-631.484451,-94.076995,-905.239468,0,6,0,0,0,0
1.931123,-676.949000,-77.564783,-652.979964,-824.971408,-626.962727,-99.152328,-906.709856,0,6,0,0,0,0
1.935077,-679.056000,-75.467685,-659.581159,-836.367264,-624.579942,-126.446106,-915.407129,0,6,0,0,0,0
1.939073,-676.046000,-72.457685,-653.575029,-834.555826,-621.569942,-122.836421,-913.295802,0,6,0,0,0,0
1.943056,-667.016000,-66.130319,-651.735740,-834.515041,-599.070587,-134.495560,-889.287910,0,6,0,0,0,0
1.947053,-667.016000,-64.929148,-654.132643,-836.912165,-601.165820,-140.192569,-906.362707,0,6,0,0,0,0
1.951038,-672.735000,-65.543173,-655.357449,-838.436198,-623.646684,-146.811097,-900.998067,0,6,0,0,0,0
1.955023,-675.444000,-62.246319,-660.463353,-844.141603,-615.580200,-158.215532,-900.112373,0,6,0,0,0,0
1.959012,-695.310000,-72.202660,-677.033610,-855.018388,-641.432580,-166.387671,-947.837251,0,6,0,0,0,0
1.963018,-686.280000,-66.475879,-667.404384,-844.490186,-634.497813,-148.962078,-925.926265,0,6,0,0,0,0
1.966995,-687.484000,-71.283392,-669.207610,-849.889153,-623.729053,-162.759467,-931.623632,0,6,0,0,0,0
1.970980,-690.795000,-67.087074,-670.121707,-853.799434,-624.046863,-191.557087,-933.736401,0,6,0,0,0,0
1.974985,-690.795000,-66.786782,-666.526351,-849.005186,-618.958440,-189.158346,-921.454530,0,6,0,0,0,0
1.978935,-688.086000,-68.882465,-662.319287,-843.299781,-622.235820,-182.551393,-916.349067,0,6,0,0,0,0
1.982889,-676.347000,-64.050197,-651.479126,-829.463297,-603.313164,-169.013337,-897.420679,0,6,0,0,0,0
1.986848,-682.367000,-64.064343,-659.296803,-836.382219,-607.237931,-200.819800,-920.515475,0,6,0,0,0,0
1.990839,-673.337000,-57.436684,-649.667577,-828.550781,-608.085458,-194.188541,-905.194761,0,6,0,0,0,0
1.994843,-671.531000,-61.336246,-643.666996,-825.845859,-616.156985,-193.581911,-902.789645,0,6,0,0,0,0
1.998825,-670.327000,-61.333416,-642.462996,-824.641859,-622.136641,-186.081217,-906.678129,0,6,0,0,0,0
2.002809,-665.812000,-61.322807,-640.045287,-825.820029,-617.023003,-184.264800,-900.365782,0,6,0,0,0,0
2.006826,-670.026000,-72.743831,-645.757351,-839.023244,-626.325426,-199.872818,-915.064306,0,6,0,0,0,0
2.010783,-652.869000,-69.700588,-641.483708,-838.346471,-599.290899,-204.604327,-902.400673,0,6,0,0,0,0
2.014793,-647.451000,-62.781125,-636.365321,-830.231707,-593.872899,-189.291522,-891.890190,0,6,0,0,0,0
2.018762,-673.939000,-63.443953,-648.172287,-836.044512,-635.027530,-187.894161,-912.387033,0,6,0,0,0,0
2.022769,-659.190000,-58.904905,-635.820190,-828.786525,-602.020071,-193.234615,-892.245992,0,6,0,0,0,0
2.026742,-654.675000,-56.491953,-628.608674,-822.473682,-604.389408,-201.612846,-897.616401,0,6,0,0,0,0
2.030751,-650.160000,-44.469636,-620.498318,-805.673421,-614.241720,-188.102568,-893.700516,0,6,0,0,0,0
2.034719,-648.354000,-49.870661,-624.085351,-810.159872,-593.279304,-194.392318,-878.713972,0,6,0,0,0,0
2.038712,-667.618000,-58.023831,-642.450513,-827.326388,-617.033089,-209.458522,-897.378856,0,6,0,0,0,0
2.042698,-677.250000,-61.349684,-656.277094,-836.658748,-627.563046,-215.492411,-913.301571,0,6,0,0,0,0
2.046696,-682.066000,-67.066563,-658.995803,-840.575826,-631.780408,-217.309985,-930.699000,0,6,0,0,0,0
2.050676,-673.939000,-66.146587,-645.176157,-829.152781,-619.762261,-202.286605,-902.501625,0,6,0,0,0,0
2.054690,-673.337000,-61.040197,-640.679189,-826.752937,-605.092268,-192.089643,-898.904047,0,6,0,0,0,0
2.058671,-670.628000,-63.135880,-637.370963,-829.137826,-584.723447,-197.476392,-880.318482,0,6,0,0,0,0
2.062652,-670.026000,-56.828319,-629.877865,-822.543016,-597.590802,-194.175809,-871.628420,0,6,0,0,0,0
2.066635,-694.106000,-63.491342,-649.164058,-837.933441,-635.439476,-187.971708,-926.263319,0,6,0,0,0,0
2.070639,-707.952000,-69.830025,-663.908897,-850.281239,-639.108630,-223.706217,-926.030101,0,6,0,0,0,0
2.074619,-702.534000,-70.417879,-656.393606,-842.466115,-632.493354,-205.994670,-918.515196,0,6,0,0,0,0
2.078612,-699.223000,-72.211855,-652.782993,-834.360867,-610.624576,-197.886189,-898.428957,0,6,0,0,0,0
2.082615,-699.524000,-70.110513,-657.877801,-841.253958,-597.456221,-215.578059,-897.831284,0,6,0,0,0,0
2.086583,-727.517000,-74.980976,-672.687831,-852.766730,-649.394741,-224.081291,-937.207482,0,6,0,0,0,0
2.090573,-716.079000,-80.059074,-664.845186,-847.920821,-637.657422,-218.939985,-926.069039,0,6,0,0,0,0
2.094577,-710.962000,-75.242367,-663.323542,-841.605259,-616.975834,-215.022356,-907.771495,0,6,0,0,0,0
2.098552,-699.825000,-69.810928,-653.085380,-831.666821,-604.042920,-201.486615,-903.224767,0,6,0,0,0,0
2.102539,-705.544000,-84.839001,-659.103993,-830.494090,-631.013569,-193.412856,-893.666318,0,6,0,0,0,0
2.106526,-700.126000,-83.925392,-657.580962,-834.364945,-610.928938,-197.589819,-895.437706,0,6,0,0,0,0
2.110533,-700.427000,-83.625806,-661.477317,-838.261631,-609.733343,-213.482633,-910.417039,0,6,0,0,0,0
2.114514,-698.922000,-77.916709,-660.871156,-835.258429,-624.092250,-205.980781,-921.793026,0,6,0,0,0,0
2.118495,-690.494000,-72.791928,-647.349736,-824.133664,-612.671060,-197.852624,-893.893767,0,6,0,0,0,0
2.122485,-690.193000,-69.788294,-647.048736,-821.435540,-613.866655,-184.958235,-893.293209,0,6,0,0,0,0
2.126480,-698.019000,-72.809611,-653.975897,-830.759743,-619.298103,-207.176680,-898.123631,0,6,0,0,0,0
2.130489,-692.902000,-71.296123,-650.656575,-832.534474,-611.786551,-206.257476,-891.808400,0,6,0,0,0,0
2.134453,-692.300000,-68.892367,-647.058445,-829.235710,-620.463440,-199.658624,-890.906842,0,6,0,0,0,0
2.138439,-702.233000,-71.318050,-652.796864,-838.569429,-622.913465,-213.189735,-921.509332,0,6,0,0,0,0
2.142444,-709.156000,-77.940757,-663.315219,-846.990631,-627.741232,-212.916513,-929.930121,0,6,0,0,0,0
2.146426,-711.263000,-78.846586,-659.729573,-854.491160,-625.358447,-213.824143,-921.852155,0,6,0,0,0,0
2.150427,-702.835000,-75.223269,-656.394993,-843.366396,-607.052920,-197.000550,-897.847148,0,6,0,0,0,0
2.154398,-694.407000,-69.197611,-651.861962,-837.335520,-598.624920,-198.767198,-880.132855,0,6,0,0,0,0
2.158412,-707.049000,-68.326440,-662.406671,-843.085788,-617.552619,-214.707467,-907.453189,0,6,0,0,0,0
2.162384,-707.952000,-72.832952,-659.414703,-837.097057,-613.666515,-205.715661,-908.056631,0,6,0,0,0,0
2.166367,-709.156000,-80.042806,-659.719864,-834.705371,-616.666429,-201.222652,-912.555767,0,6,0,0,0,0
2.170360,-703.136000,-70.419294,-650.703735,-837.674586,-611.544386,-213.193207,-893.654780,0,6,0,0,0,0
2.174369,-707.049000,-74.032001,-658.212090,-840.688664,-615.457386,-222.203531,-916.739482,0,6,0,0,0,0
2.178337,-706.447000,-75.532050,-658.508929,-841.884507,-614.855386,-225.199643,-917.335713,0,6,0,0,0,0
2.182348,-696.213000,-79.111514,-652.469510,-838.542239,-603.424110,-217.964068,-900.810998,0,6,0,0,0,0
2.186329,-709.156000,-84.246904,-660.019477,-842.496024,-608.884135,-217.114309,-912.555767,0,6,0,0,0,0
2.190307,-714.875000,-80.957123,-660.944670,-838.326887,-626.575895,-208.740708,-911.384937,0,6,0,0,0,0
2.194315,-708.554000,-69.531147,-653.125605,-833.504090,-613.370558,-200.320809,-914.649788,0,6,0,0,0,0
2.198288,-705.845000,-63.218635,-651.015831,-829.896168,-613.355429,-187.117319,-905.650073,0,6,0,0,0,0
2.202277,-705.544000,-66.821440,-649.516379,-831.992292,-618.741490,-189.215059,-896.661896,0,6,0,0,0,0
2.206265,-701.029000,-62.907025,-656.386671,-832.870821,-616.022404,-191.596439,-906.525672,0,6,0,0,0,0
2.210271,-705.845000,-62.317757,-657.008090,-836.188619,-623.831594,-186.817476,-925.720448,0,6,0,0,0,0
2.214337,-692.902000,-61.987050,-646.461993,-824.444181,-604.902214,-180.471013,-896.601325,0,6,0,0,0,0
2.218250,-704.942000,-62.916220,-655.805477,-834.686338,-630.411569,-185.314791,-909.240441,0,6,0,0,0,0
2.222255,-705.243000,-68.322196,-660.900284,-837.983743,-622.331637,-188.014532,-920.025965,0,6,0,0,0,0
2.226214,-704.942000,-71.925001,-664.194639,-841.877710,-618.738128,-196.109124,-926.614795,0,6,0,0,0,0
2.230209,-710.059000,-69.834976,-661.222090,-840.702259,-620.263300,-185.034624,-910.163631,0,6,0,0,0,0
2.234187,-716.079000,-77.356440,-668.140929,-838.332325,-625.086024,-179.060921,-920.976556,0,6,0,0,0,0
2.238179,-718.788000,-78.263684,-669.951090,-839.543123,-627.795024,-175.173384,-925.183345,0,6,0,0,0,0
2.242169,-712.768000,-73.745147,-670.222962,-838.617011,-619.679791,-176.349606,-917.965114,0,6,0,0,0,0
2.246178,-709.156000,-72.835781,-666.610962,-840.398540,-615.768472,-180.233671,-918.247366,0,6,0,0,0,0
2.250151,-706.748000,-70.127489,-663.903349,-834.694495,-609.768644,-174.227560,-917.936271,0,6,0,0,0,0
2.254149,-708.253000,-66.527513,-658.217638,-824.513515,-616.062748,-155.343263,-913.150556,0,6,0,0,0,0
2.258131,-701.631000,-67.112537,-650.397186,-821.187561,-607.644834,-149.021106,-894.246685,0,6,0,0,0,0
2.262119,-702.233000,-63.810732,-649.201509,-821.190280,-614.532533,-152.621532,-899.941168,0,6,0,0,0,0
2.266102,-703.738000,-56.306952,-656.399155,-831.384854,-614.540938,-187.109217,-917.921849,0,6,0,0,0,0
2.270088,-692.300000,-58.081830,-646.758832,-825.040743,-589.034945,-166.376097,-901.091808,0,6,0,0,0,0
2.274080,-681.163000,-61.959465,-640.415639,-828.586127,-569.517013,-169.931383,-893.549502,0,6,0,0,0,0
2.278075,-696.514000,-67.100513,-650.373606,-834.048991,-596.541454,-179.885217,-926.274856,0,6,0,0,0,0
2.282068,-720.594000,-72.262073,-668.161735,-844.045887,-649.954716,-194.070411,-958.143360,0,6,0,0,0,0
2.286045,-721.798000,-76.469000,-663.972702,-840.155999,-645.172336,-183.880393,-943.470795,0,6,0,0,0,0
2.290037,-709.457000,-77.040586,-657.923573,-834.706730,-619.361981,-179.035458,-927.535101,0,6,0,0,0,0
2.294030,-701.330000,-67.412123,-652.193477,-826.280090,-609.139748,-167.610189,-909.522692,0,6,0,0,0,0
2.298015,-696.815000,-65.599757,-645.880799,-818.768685,-604.325429,-162.195661,-904.408577,0,6,0,0,0,0
2.302032,-715.176000,-74.651684,-660.646444,-831.736156,-621.489153,-191.950680,-913.183726,0,6,0,0,0,0
2.305991,-714.875000,-71.948342,-658.547766,-826.940548,-614.303816,-179.955819,-912.882726,0,6,0,0,0,0
2.310032,-716.079000,-77.056147,-660.350992,-829.942391,-625.983981,-179.360763,-929.963291,0,6,0,0,0,0
2.314113,-716.380000,-77.357147,-661.550831,-829.344470,-621.795196,-179.661763,-925.471366,0,6,0,0,0,0
2.318003,-716.982000,-82.763830,-661.253992,-829.047548,-619.703325,-195.855578,-929.068944,0,6,0,0,0,0
2.321957,-715.778000,-84.863050,-662.746509,-825.446424,-620.295239,-184.756773,-922.472903,0,6,0,0,0,0
2.326015,-710.360000,-77.943586,-657.927735,-820.328065,-620.863619,-185.035782,-919.151808,0,6,0,0,0,0
2.329933,-700.728000,-71.014220,-654.587606,-814.291751,-613.326852,-181.700476,-912.215829,0,6,0,0,0,0
2.334190,-700.126000,-67.709586,-649.791025,-813.989391,-612.126214,-173.902254,-908.618250,0,6,0,0,0,0
2.337911,-692.902000,-69.494367,-643.765477,-806.765391,-605.800171,-150.186911,-904.090271,0,6,0,0,0,0
2.341898,-690.795000,-77.597319,-641.358864,-816.044730,-598.305429,-169.368735,-909.771774,0,6,0,0,0,0
2.345913,-694.407000,-79.707855,-648.566219,-828.046664,-593.536497,-203.264837,-918.775815,0,6,0,0,0,0
2.349876,-692.300000,-79.102319,-644.062316,-821.744697,-594.123368,-180.168856,-908.281196,0,6,0,0,0,0
2.353878,-696.815000,-80.914684,-651.873058,-825.660416,-611.209766,-181.385587,-921.782931,0,6,0,0,0,0
2.357876,-693.203000,-78.804148,-652.156026,-823.846259,-609.992318,-171.776735,-907.686407,0,6,0,0,0,0
2.361862,-698.019000,-78.515172,-659.069317,-832.257945,-601.338963,-194.283448,-917.295332,0,6,0,0,0,0
2.365837,-688.688000,-76.691489,-651.236382,-826.822272,-585.422945,-184.052920,-896.281577,0,6,0,0,0,0
2.369823,-683.872000,-76.680173,-648.817285,-826.500879,-585.396049,-180.436291,-896.258502,0,6,0,0,0,0
2.373814,-694.106000,-74.301879,-652.759414,-827.146383,-602.813705,-182.574541,-902.897808,0,6,0,0,0,0
2.378158,-712.768000,-72.243684,-666.627606,-838.017730,-629.257999,-188.942995,-931.744774,0,6,0,0,0,0
2.382136,-718.788000,-76.161635,-663.359605,-831.153189,-641.264379,-179.371180,-928.478482,0,6,0,0,0,0
2.386115,-707.049000,-73.431415,-659.110929,-831.100168,-612.164877,-192.818958,-898.766012,0,6,0,0,0,0
2.390103,-710.059000,-74.039074,-661.222090,-830.214842,-614.576239,-191.631161,-908.366284,0,6,0,0,0,0
2.394096,-710.661000,-66.533171,-659.427186,-830.816842,-619.668024,-183.837569,-925.743523,0,6,0,0,0,0
2.398083,-703.738000,-63.513976,-654.601477,-824.193482,-613.942300,-177.814097,-914.027597,0,6,0,0,0,0
2.402098,-704.340000,-70.422123,-655.503090,-824.495842,-613.646343,-176.017356,-913.730924,0,6,0,0,0,0
2.406081,-704.039000,-57.809122,-656.999768,-828.389809,-614.841938,-194.306596,-924.813121,0,6,0,0,0,0
2.410056,-694.708000,-60.489830,-653.061801,-824.152697,-604.014343,-187.974022,-913.684774,0,6,0,0,0,0
2.414042,-704.641000,-62.314927,-657.002542,-824.497201,-627.416698,-183.214735,-930.208047,0,6,0,0,0,0
2.418031,-697.417000,-67.402928,-647.082025,-814.276796,-613.308361,-161.298448,-917.891563,0,6,0,0,0,0
