API v2.0.0
Time,P4,Pz,P3,PO8,PO7,Oz,TRG,Eye_Time,Eye_X,Eye_Y,Trial,Num_Sequences,Sequence,Tag,Label,Flash_Event
0.659234,1133.867000,10958.508167,10972.052753,10966.333928,10960.013121,10956.401231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.662567,982.464000,10806.805333,10820.349506,10814.630856,10808.310241,10804.698462,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.662567,982.464000,10806.805333,10820.349506,10814.630856,10808.310241,10804.698462,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.669234,568.890000,10393.231333,10406.775506,10401.056856,10394.736241,10391.124462,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.672567,364.812000,10189.453167,10202.997753,10197.278928,10190.958121,10187.346231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.675900,155.015000,9979.656167,9993.200753,9987.481928,9981.161121,9977.549231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.679234,-10.535000,9812.906833,9826.750013,9821.031711,9814.711483,9810.800154,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.682567,-164.647000,9659.994167,9673.538753,9667.819928,9661.499121,9657.887231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.682567,-164.647000,9659.994167,9673.538753,9667.819928,9661.499121,9657.887231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.689234,-395.815000,9428.826167,9442.370753,9436.651928,9430.331121,9426.719231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.692567,-497.252000,9321.392499,9335.829558,9331.013916,9324.395931,9320.485925,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.695900,-601.398000,9223.243167,9236.787753,9231.068928,9224.748121,9221.136231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.699234,-699.524000,9125.117167,9138.661753,9132.942928,9126.622121,9123.010231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.699234,-699.524000,9125.117167,9138.661753,9132.942928,9126.622121,9123.010231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.705900,-1385.503000,8240.348619,8313.968748,8328.135323,8210.035913,8273.956838,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.709234,-1764.462000,8060.179167,8073.723753,8068.004928,8061.684121,8058.072231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.712567,-1463.462000,8344.988163,8360.912402,8357.602183,8349.489430,8345.882390,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.715900,-1224.167000,8600.474167,8614.018753,8608.299928,8601.979121,8598.367231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.719234,-1039.654000,8779.889999,8794.628545,8789.512133,8689.631096,8778.983233,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.719234,-1039.654000,8779.889999,8794.628545,8789.512133,8689.631096,8778.983233,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.725900,-702.233000,9122.408167,9135.952753,9130.233928,9120.614448,9120.301231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.729234,-601.398000,9218.745666,9232.584299,9226.867916,9223.248724,9216.939463,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.732567,-518.924000,9305.717167,9319.261753,9313.542928,9307.222121,9303.610231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.735900,-511.700000,9299.148830,9313.274896,9307.863822,9301.851189,9297.644390,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.739234,-468.356000,9356.285167,9369.829753,9364.110928,9357.790121,9354.178231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.739234,-468.356000,9356.285167,9369.829753,9364.110928,9357.790121,9354.178231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.745900,-602.000000,9222.641167,9236.185753,9230.466928,9224.146121,9220.534231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.749234,-573.706000,9246.137832,9259.675805,9253.659700,9252.440121,9243.732156,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.752567,-663.705000,9135.450327,9150.160765,9145.056221,9127.954997,9134.248164,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.755900,-236.285000,9588.356167,9601.900753,9596.181928,9589.861121,9586.249231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.759234,-637.518000,9014.718959,9033.430305,9028.708910,9016.797263,9015.646687,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.759234,-637.518000,9014.718959,9033.430305,9028.708910,9016.797263,9015.646687,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.765900,-404.544000,8996.132733,9018.700724,9014.123316,9051.850902,8998.313485,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.769234,-1349.082000,8475.559167,8489.103753,8483.384928,8477.064121,8473.452231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.772567,-9413.775000,-6580.049494,-6345.253060,-6308.627511,-6516.340880,-6446.960178,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.775900,6146.420000,15971.061167,15984.605753,15978.886928,15972.566121,15968.954231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.775900,6146.420000,15971.061167,15984.605753,15978.886928,15972.566121,15968.954231,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.779234,-9545.914000,-4461.039292,-4298.801532,-4273.044685,-4359.500927,-4363.505730,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.785900,-9862.867000,-7701.068153,-7524.845440,-7493.796704,-8711.030480,-7603.807032,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.789234,-7680.015000,-12304.045765,-12172.006853,-12162.794120,-17339.728091,-12245.498454,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.792567,-5364.422000,-15189.363000,-15202.908000,-15197.189000,-15151.883687,-15187.256000,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.795900,-5542.614000,-14854.839878,-14867.377785,-14862.557550,-15315.381599,-14853.142601,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.795900,-5542.614000,-14854.839878,-14867.377785,-14862.557550,-15315.381599,-14853.142601,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.802567,-6026.020000,-15605.397442,-15619.504640,-15614.228128,-15763.701717,-15605.141718,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.805900,-6184.948000,-16009.889000,-16023.434000,-16017.715000,-16011.394000,-16007.782000,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.809234,1245.237000,-8530.231488,-8547.311245,-8538.318153,-8537.126738,-8529.034405,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.812567,4260.655000,-5564.286000,-5569.724337,-5572.112000,-5565.791000,-5562.179000,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.815900,8828.330000,-996.611000,-1010.156000,-1004.437000,-989.119620,-994.504000,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.815900,8828.330000,-996.611000,-1010.156000,-1004.437000,-989.119620,-994.504000,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.822567,9863.168000,38.227000,24.682000,30.401000,38.221397,40.334000,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.825900,-2381.813000,-12196.259831,-12174.661492,-12156.365986,-12208.259000,-12194.155081,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.829234,9863.168000,38.227000,24.682000,30.401000,36.722000,40.334000,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.832567,-3063.879000,-12888.220333,-12902.365000,-12861.237476,-12878.329827,-12886.113462,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.835900,-4540.886000,-14365.827000,-14201.926162,-14349.647221,-14367.332000,-14363.720000,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.835900,-4540.886000,-14365.827000,-14201.926162,-14349.647221,-14367.332000,-14363.720000,0.000000,0.000000,0.000000,0.000000,-1,-1,-1,-1,-1,-1
0.842567,-4087.881000,-13912.822000,-12163.317995,-12387.278879,-13914.327000,-13910.715000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.845900,6967.548000,-2857.393000,1748.958975,1852.816753,-2703.260626,-2855.286000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.849234,-9862.867000,-19687.808000,-16565.876032,-15874.214086,-19689.313000,-19685.701000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.852567,-7949.410000,-17774.351000,-14035.411929,-7570.418767,-17673.297268,-17772.244000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.855900,-9862.867000,-19687.808000,-15014.500996,-14188.708341,-19598.149683,-19685.701000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.855900,-9862.867000,-19687.808000,-15014.500996,-14188.708341,-19598.149683,-19685.701000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.862567,-3067.792000,-12892.733000,-12450.503411,460.757413,-7984.913431,-12890.626000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.865900,-9862.867000,-19687.808000,-19701.353000,-12312.056583,-11696.029366,-19685.701000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.869234,-8053.857000,-17878.798000,-17791.760334,-4468.593935,-17880.303000,-17876.691000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.872567,-9862.867000,-19687.808000,-19701.353000,-13354.507528,-16805.673329,-19685.701000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.872567,-9862.867000,-19687.808000,-19701.353000,-13354.507528,-16805.673329,-19685.701000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.879234,-9862.867000,-19687.808000,-19654.514505,-10039.909619,-19689.313000,-19685.701000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.882567,-4333.196000,-14158.137000,-14171.682000,-3816.471611,-3337.296733,-14156.030000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.885900,-9306.619000,-19131.560000,-19116.581557,-9276.611776,-16172.356340,-19129.453000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.885900,-9306.619000,-19131.560000,-19116.581557,-9276.611776,-16172.356340,-19129.453000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.892567,-2643.081000,-12468.022000,-12475.862311,-1514.209252,533.540780,-12465.915000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.895900,-9677.150000,-19502.091000,-19515.636000,-10775.114308,-19503.596000,-19499.984000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.895900,-9677.150000,-19502.091000,-19515.636000,-10775.114308,-19503.596000,-19499.984000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.902567,-9862.867000,-19687.808000,-19701.052753,-13672.584097,-11586.873288,-19685.701000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.905900,-5073.355000,-14898.296000,-14911.841000,-3624.906321,-14899.801000,-14896.189000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.909234,-9862.867000,-19687.808000,-19701.353000,-11536.069783,-5542.205563,-19685.701000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.912567,-1684.998000,-11509.939000,-11523.484000,-11360.827221,1185.746860,-11507.832000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.915900,-1862.287000,-11687.228000,-11700.773000,-11601.731535,3159.792198,-11685.121000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.919234,-9862.867000,-19687.808000,-19701.353000,-19695.634000,-11203.027741,-19685.701000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.922567,-7745.031000,-17569.972000,-17583.517000,-17572.096628,-9682.551374,-17567.865000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.922567,-7745.031000,-17569.972000,-17583.517000,-17572.096628,-9682.551374,-17567.865000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.929234,6310.164000,-3514.777000,-3528.322000,-3522.603000,8414.117404,-3512.670000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.932567,-7390.453000,-17215.394000,-17228.939000,-17205.515738,-11164.434412,-17213.287000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.932567,-7390.453000,-17215.394000,-17228.939000,-17205.515738,-11164.434412,-17213.287000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.939234,-9862.867000,-19687.808000,-19701.353000,-19687.832122,-12214.520733,-19685.701000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.942567,-6721.330000,-16546.271000,-16559.816000,-16554.097000,-15101.457975,-16544.164000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.942567,-6721.330000,-16546.271000,-16559.816000,-16554.097000,-15101.457975,-16544.164000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.949234,-9862.867000,-19687.808000,-19701.353000,-19695.634000,-13369.955805,-19685.701000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.952567,-8181.180000,-18005.521333,-18019.666000,-18013.947000,-15489.539237,-18003.414462,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.952567,-8181.180000,-18005.521333,-18019.666000,-18013.947000,-15489.539237,-18003.414462,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.959234,-1738.275000,-11559.917833,-11576.761000,-11571.042000,-4704.081608,-11561.109000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.962567,-2551.878000,-12376.819000,-12389.163013,-12384.645000,-1735.606454,-12374.412231,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.962567,-2551.878000,-12376.819000,-12389.163013,-12384.645000,-1735.606454,-12374.412231,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.969234,-7790.482000,-17615.423000,-17628.367506,-17623.249000,-15857.236071,-17608.219925,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.972567,-9862.867000,-19687.808000,-19701.353000,-19695.634000,-16341.160242,-19685.701000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.972567,-9862.867000,-19687.808000,-19701.353000,-19695.634000,-16341.160242,-19685.701000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.979234,-9862.867000,-19687.808000,-19700.452260,-19695.634000,-12619.357833,-19685.701000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.982567,884.639000,-8628.175426,-8903.405543,-8948.128000,-691.226898,-8587.165379,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.982567,884.639000,-8628.175426,-8903.405543,-8948.128000,-691.226898,-8587.165379,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.989234,-6601.532000,-16263.663461,-16413.596285,-16434.299000,-13282.843550,-16334.435269,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.992567,2624.118000,-6269.540445,-6610.872002,-7208.649000,805.949601,-5249.617286,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.995900,-9006.221000,-18831.162000,-18844.707000,-18838.988000,-13797.093232,-18829.055000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
0.999234,6666.247000,-1763.569169,-2152.300739,-3166.520000,4535.604336,-903.222645,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.002567,-9862.867000,-17579.379499,-18767.585560,-19695.634000,-15291.582574,-17046.533808,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.005900,-1058.918000,-10522.559748,-10766.796657,-10891.685000,-8332.491234,-10255.534342,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.009234,-6929.321000,-14222.468732,-14789.180818,-16762.088000,-9032.074886,-11874.012371,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.012567,1921.283000,-7903.658000,-7917.203000,-7911.484000,-2198.759163,-6182.075419,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.015900,304.913000,-7460.772178,-7958.778717,-9527.553928,-2787.442687,-5748.024748,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.019234,-9862.867000,-15265.565116,-17281.063826,-19695.634000,-14414.135644,-14453.231290,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.019234,-9862.867000,-15265.565116,-17281.063826,-19695.634000,-14414.135644,-14453.231290,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.025900,-9862.867000,-17205.787077,-17726.630026,-19694.433711,-13930.730159,-15048.872499,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.029234,9863.168000,2409.909230,2204.473515,30.401000,6665.554667,4852.527427,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.032567,-7173.432000,-15251.543585,-15831.948213,-16999.897483,-12592.551436,-13940.419754,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.035900,-7259.819000,-12308.413866,-14651.894358,-17092.586000,-13287.993362,-12544.748304,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.039234,-7072.597000,-11887.021977,-14076.153044,-16893.661183,-12808.988770,-12076.043115,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.039234,-7072.597000,-11887.021977,-14076.153044,-16893.661183,-12808.988770,-12076.043115,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.045900,9863.168000,4539.925736,4566.514816,99.117542,7010.116021,5885.831528,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.049234,-9862.867000,-17169.807069,-17469.919042,-19665.926849,-15633.145135,-16645.742516,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.052567,-3545.479000,-8506.522512,-10137.997222,-13378.246000,-9802.761173,-9813.351196,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.055900,-9862.867000,-13582.600217,-14614.272058,-19640.420709,-14054.280444,-14047.943461,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.059234,4664.898000,-2699.310249,-2576.753728,-5167.869000,-56.102347,-2463.911062,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.059234,4664.898000,-2699.310249,-2576.753728,-5167.869000,-56.102347,-2463.911062,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.065900,-2229.206000,-8827.639734,-8102.032726,-11757.099609,-6076.357969,-8461.705441,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.069234,-1799.679000,-7137.613101,-7946.631023,-11632.446000,-7086.851529,-8692.569777,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.072567,-9151.905000,-13396.646508,-13722.261259,-18814.531043,-13028.145265,-14127.772357,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.075900,9863.168000,3418.848636,4023.968912,618.542581,6331.788969,3577.909196,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.079234,-4549.916000,-11402.908294,-10039.327607,-12852.914745,-7569.700888,-10442.777047,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.082567,8725.087000,3803.621498,4343.585956,773.772914,5873.834297,3751.318026,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
1.085900,-7406.707000,-11374.102609,-12473.371162,-17126.946912,-11717.472419,-13099.322285,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0
