{{-700.126,-111.552,-676.756,-850.845,-646.847,-73.1551,-917.905,},
{-713.37,-110.382,-686.704,-856.598,-678.05,-76.8042,-939.237,},
{-695.31,-100.73,-677.034,-850.224,-648.018,-77.3344,-918.481,},
{-701.33,-98.042,-678.559,-855.345,-666.908,-80.9557,-934.386,},
{-697.718,-109.445,-675.846,-855.629,-655.514,-75.8445,-926.281,},
{-707.049,-107.965,-684.578,-863.761,-660.655,-77.9792,-941.004,},
{-702.534,-100.747,-685.156,-866.138,-647.16,-88.7562,-923.608,},
{-697.116,-103.738,-680.038,-858.922,-634.858,-77.0415,-921.485,},
{-687.484,-108.52,-673.402,-855.882,-611.756,-73.1065,-912.152,},
{-704.942,-108.26,-686.666,-866.149,-647.173,-75.2726,-941.892,},
{-707.651,-110.369,-689.674,-868.558,-653.774,-70.4855,-914.346,},
{-704.34,-101.653,-686.962,-864.947,-650.463,-62.377,-925.414,},
{-695.611,-96.8274,-683.926,-862.81,-638.74,-60.5444,-924.773,},
{-690.795,-87.507,-681.207,-866.684,-625.543,-81.215,-922.353,},
{-700.427,-89.3314,-688.742,-866.727,-654.033,-82.4514,-943.668,},
{-688.086,-96.8097,-679.098,-855.885,-633.011,-69.8106,-920.543,},
{-695.611,-92.0227,-686.922,-859.814,-658.795,-68.94,-928.367,},
{-698.621,-95.333,-682.142,-858.929,-654.322,-62.6549,-923.888,},
{-694.106,-93.8209,-678.227,-854.713,-646.514,-56.6407,-922.968,},
{-694.407,-100.428,-679.426,-861.007,-636.938,-66.5366,-922.67,},
{-693.203,-99.5243,-683.316,-863.998,-629.448,-53.9386,-940.039,},
{-696.815,-107.04,-683.332,-860.119,-651.618,-54.852,-930.77,},
{-688.387,-98.0116,-676.702,-852.89,-637.503,-52.7207,-916.351,},
{-687.183,-98.0087,-680.592,-857.379,-635.101,-47.3189,-920.838,},
{-692.902,-83.6081,-683.914,-861.3,-654.29,-50.3393,-928.954,},
{-670.327,-74.5463,-667.031,-847.714,-621.837,-44.8554,-897.392,},
{-693.504,-92.318,-683.317,-861.602,-650.701,-53.0402,-917.873,},
{-685.377,-95.3019,-679.085,-857.97,-624.017,-60.505,-901.658,},
{-694.708,-99.2276,-688.416,-864.904,-643.524,-65.6382,-940.345,},
{-699.223,-99.2382,-688.437,-862.227,-657.917,-63.5567,-924.49,},
{-694.708,-98.0264,-682.424,-859.51,-650.409,-52.4452,-923.87,},
{-685.979,-89.898,-678.189,-854.377,-631.802,-47.3143,-909.449,},
{-682.367,-85.3851,-677.274,-852.263,-643.156,-35.3067,-909.731,},
{-679.959,-88.0821,-675.165,-853.151,-634.163,-38.5957,-920.204,},
{-681.163,-86.8838,-683.26,-864.243,-646.442,-64.9865,-934.589,},
{-680.862,-87.7839,-681.461,-857.051,-650.631,-48.1941,-919.909,},
{-673.036,-96.474,-675.433,-857.914,-631.73,-55.6601,-915.378,},
{-673.036,-109.687,-679.627,-862.109,-621.852,-54.1609,-907.889,},
{-660.394,-89.5376,-664.589,-850.366,-612.204,-38.5205,-893.45,},
{-677.25,-93.481,-672.157,-854.338,-645.223,-40.3843,-916.297,},
{-687.183,-97.7084,-675.198,-860.076,-663.237,-42.8213,-926.23,},
{-674.842,-99.1809,-666.752,-854.327,-649.999,-38.8759,-885.431,},
{-670.929,-100.973,-670.929,-858.504,-627.528,-42.1591,-901.289,},
{-680.26,-99.7942,-673.968,-860.943,-649.131,-36.7978,-928.294,},
{-682.066,-92.8917,-676.074,-861.251,-655.427,-35.9052,-938.787,},
{-676.046,-84.7697,-672.451,-859.126,-642.822,-40.6796,-915.093,},
{-670.628,-88.6608,-664.636,-850.712,-632.614,-26.866,-912.671,},
{-660.695,-97.3459,-661.294,-843.476,-611.607,-16.0334,-898.544,},
{-662.2,-100.953,-662.799,-849.475,-627.18,-22.0361,-910.234,},
{-659.491,-87.1331,-657.693,-841.672,-634.947,-10.0319,-892.247,},
{-657.685,-83.5254,-662.479,-844.061,-629.25,-21.1192,-915.005,},
{-671.531,-91.6658,-674.228,-860.305,-639.504,-50.8568,-915.671,},
{-662.501,-90.1431,-665.497,-854.571,-620.297,-35.83,-900.35,},
{-678.153,-96.1858,-679.951,-857.937,-648.221,-37.6892,-925.588,},
{-679.056,-93.7855,-681.453,-862.436,-647.328,-41.2908,-931.284,},
{-676.949,-91.9788,-682.642,-864.524,-635.942,-45.1807,-935.767,},
{-685.377,-97.4039,-688.673,-865.461,-654.547,-41.615,-934.01,},
{-669.725,-95.8657,-675.418,-856.401,-637.099,-30.4606,-914.464,},
{-666.414,-87.75,-670.009,-851.592,-631.094,-18.1543,-907.258,},
{-660.996,-87.7372,-665.79,-847.672,-621.486,-7.03931,-897.647,},
{-662.501,-95.5484,-672.388,-863.56,-601.141,-53.2209,-903.945,},
{-660.996,-88.3378,-667.887,-859.658,-618.493,-40.9215,-908.431,},
{-672.434,-74.251,-669.737,-855.215,-637.414,-32.8698,-914.477,},
{-668.822,-81.4495,-667.624,-853.101,-626.917,-29.8574,-903.376,},
{-666.715,-93.4562,-669.711,-857.286,-622.715,-28.9498,-892.282,},
{-669.123,-94.0625,-676.913,-860.294,-626.919,-32.857,-908.769,},
{-677.25,-82.6705,-680.546,-860.93,-644.026,-27.4911,-931.575,},
{-668.22,-86.5531,-671.516,-856.694,-624.519,-30.155,-902.474,},
{-657.083,-81.7222,-663.674,-847.055,-613.981,-4.92537,-885.047,},
{-669.424,-93.4626,-675.117,-853.104,-624.825,-24.4626,-913.564,},
{-667.317,-96.4606,-674.807,-857.589,-612.242,-42.7449,-916.549,},
{-670.929,-94.6673,-676.921,-856.706,-617.351,-32.864,-915.368,},
{-688.086,-93.5065,-689.884,-865.174,-656.658,-35.9284,-941.811,},
{-658.889,-79.3241,-663.683,-839.872,-604.413,-5.532,-877.866,},
{-679.357,-90.1827,-681.754,-860.64,-639.847,-40.0926,-919.003,},
{-691.999,-100.122,-686.007,-865.191,-666.557,-41.0407,-931.945,},
{-672.434,-87.4638,-672.734,-853.717,-626.638,-30.7709,-905.49,},
{-667.919,-80.8468,-670.616,-848.003,-617.334,-27.7551,-910.561,},
{-681.163,-88.3852,-680.863,-859.449,-653.626,-42.7981,-928.598,},
{-676.347,-84.7704,-679.643,-860.027,-638.034,-42.1799,-916.592,},
{-672.434,-83.8603,-670.636,-852.518,-635.618,-22.6751,-911.481,},
{-668.822,-90.158,-665.526,-845.61,-624.223,-24.7601,-901.279,},
{-666.414,-74.8374,-661.321,-847.097,-623.611,-20.8529,-900.968,},
{-674.24,-79.9608,-662.855,-851.328,-638.322,-35.8751,-918.38,},
{-679.056,-98.8905,-668.869,-859.44,-634.757,-55.6833,-911.812,},
{-666.715,-92.2551,-658.026,-851.893,-622.116,-61.6327,-885.392,},
{-675.444,-94.9782,-669.751,-856.427,-637.43,-65.2643,-920.482,},
{-661.899,-92.2438,-661.599,-850.972,-619.695,-70.0097,-901.246,},
{-669.725,-82.9531,-666.429,-850.708,-635.303,-78.7353,-908.473,},
{-648.053,-69.0887,-651.349,-838.325,-589.686,-79.8513,-849.356,},
{-665.511,-84.4446,-664.013,-848.891,-608.042,-84.4161,-900.963,},
{-684.775,-107.012,-679.981,-861.263,-652.748,-103.38,-936.703,},
